node1_uniprot_id,node2_uniprot_id
P15391,P01732
P15391,Q02548
P15391,Q9UKW4
P15391,P16150
P15391,P31994
P15391,P06127
P15391,P06729
P15391,P08473
P15391,P13591
P15391,P40259
P15391,P15498
P15391,P07948
P15391,P20023
P06126,P01730
P06126,P20273
P06126,P11912
P06126,P05164
P06126,P28907
P06126,P60568
P06126,P05112
P06126,P34810
P06126,P20138
P06126,P01584
P06126,P28908
P06126,P01562
P06126,P10721
P06126,P16284
P06126,P61073
P06126,Q9NZQ7
P06126,P18827
P06126,P35225
P06126,P31994
P06126,P16150
P06126,Q02548
P06126,Q8WTT0
P06126,P05231
P06126,P22083
P06126,P17927
P06126,P22301
P06126,P04053
P06126,P01375
P06126,P20023
P06126,P26951
P06126,P13591
P06126,P14209
P06126,Q8TCZ2
P06126,P25942
P06126,P28906
P06126,P06729
P06126,P01732
P06126,P09564
P06126,P08473
P06126,P15812
P06126,P06127
P06126,P29017
P06126,P29016
P06126,Q9UJ71
P29016,P01730
P29016,P20273
P29016,P11912
P29016,P05164
P29016,P28907
P29016,P60568
P29016,P27701
P29016,P05112
P29016,P34810
P29016,P20138
P29016,P38570
P29016,P01584
P29016,P28908
P29016,Q99541
P29016,P01562
P29016,P10721
P29016,P35225
P29016,P28906
P29016,P09564
P29016,Q9NR97
P29016,P26951
P29016,Q13422
P29016,P06127
P29016,Q02548
P29016,P31994
P29016,P22083
P29016,P17927
P29016,P20023
P29016,P15812
P29016,P61073
P29016,P16410
P29016,P18827
P29016,Q9NZQ7
P29016,P16150
P29016,P06239
P29016,Q8WTT0
P29016,P05231
P29016,P31358
P29016,Q9NYK1
P29016,P04053
P29016,P01375
P29016,P13591
P29016,P14209
P29016,Q8TCZ2
P29016,P25942
P29016,P06729
P29016,P08473
P29016,P01732
P29016,P22301
P29016,P29017
P29016,Q9UJ71
P29017,P01730
P29017,P20273
P29017,P01137
P29017,P11912
P29017,P05164
P29017,P28907
P29017,P60568
P29017,P27701
P29017,P17947
P29017,P05112
P29017,P36888
P29017,P34810
P29017,P20138
P29017,P38570
P29017,P01584
P29017,P28908
P29017,Q99541
P29017,P01562
P29017,P07333
P29017,P10721
P29017,P35225
P29017,P28906
P29017,P09564
P29017,Q9NR97
P29017,P26951
P29017,Q13422
P29017,Q15116
P29017,P06127
P29017,Q02548
P29017,P31994
P29017,P22083
P29017,P17927
P29017,P20023
P29017,P15812
P29017,Q9BQ51
P29017,P16284
P29017,P18827
P29017,Q99836
P29017,P16150
P29017,P61073
P29017,P31358
P29017,P16410
P29017,Q15306
P29017,Q9NZQ7
P29017,P04053
P29017,Q9NYK1
P29017,P05231
P29017,P14209
P29017,Q8TCZ2
P29017,P01375
P29017,P13591
P29017,P08473
P29017,P25942
P29017,P22301
P29017,P06729
P29017,P01732
P29017,Q8WTT0
P29017,Q9UJ71
P15812,P01730
P15812,P20273
P15812,P11912
P15812,P05164
P15812,P28907
P15812,P60568
P15812,P05112
P15812,P34810
P15812,P20138
P15812,P38570
P15812,P01584
P15812,P28908
P15812,P01562
P15812,P10721
P15812,P35225
P15812,P28906
P15812,P09564
P15812,P26951
P15812,P06127
P15812,Q02548
P15812,P31994
P15812,P22083
P15812,P17927
P15812,P20023
P15812,P16284
P15812,Q9NZQ7
P15812,P18827
P15812,P16150
P15812,Q8WTT0
P15812,P05231
P15812,P08473
P15812,P01375
P15812,P22301
P15812,P04053
P15812,P13591
P15812,P14209
P15812,Q8TCZ2
P15812,P06729
P15812,P25942
P15812,P01732
P15812,Q9UJ71
P06729,P01730
P06729,P20273
P06729,P11912
P06729,P05164
P06729,P28907
P06729,P60568
P06729,P05112
P06729,P36888
P06729,P34810
P06729,P10276
P06729,P20138
P06729,P38570
P06729,P01584
P06729,P28908
P06729,P43403
P06729,P00533
P06729,P01562
P06729,P07333
P06729,P10721
P06729,P51692
P06729,Q01196
P06729,P28906
P06729,P09564
P06729,P43630
P06729,P26951
P06729,Q13422
P06729,Q15116
P06729,P06127
P06729,Q04671
P06729,P06241
P06729,Q02548
P06729,P31994
P06729,P22083
P06729,P42224
P06729,P17927
P06729,P20023
P06729,P12931
P06729,P15498
P06729,P56279
P06729,Q16633
P06729,P17252
P06729,Q9NZQ7
P06729,Q8TCZ2
P06729,P18827
P06729,Q15306
P06729,Q06124
P06729,P16284
P06729,P25942
P06729,P01111
P06729,P22301
P06729,P40259
P06729,P01375
P06729,P25445
P06729,P05231
P06729,P0DP08
P06729,P01308
P06729,P04053
P06729,P14209
P06729,P61073
P06729,P31483
P06729,Q8WTT0
P06729,P08473
P06729,P16150
P06729,P16410
P06729,P31358
P06729,P13591
P06729,P06239
P06729,P01732
Q9UJ71,P01730
Q9UJ71,P02533
Q9UJ71,P05112
Q9UJ71,P34810
Q9UJ71,P12830
Q9UJ71,P38570
Q9UJ71,P01584
Q9UJ71,P07333
Q9UJ71,P28906
Q9UJ71,P26951
Q9UJ71,P20023
Q9UJ71,P25942
Q9UJ71,Q9NYK1
Q9UJ71,P33241
Q9UJ71,O14788
Q9UJ71,P05231
Q9UJ71,P16410
Q9UJ71,P22301
Q9UJ71,P01375
Q9UJ71,P01732
P20273,P01730
P20273,Q02223
P20273,P01106
P20273,Q15116
P20273,P07333
P20273,P04637
P20273,P04629
P20273,P34810
P20273,P25445
P20273,Q13422
P20273,Q9NYK1
P20273,P05112
P20273,Q03164
P20273,P36888
P20273,P20138
P20273,P17861
P20273,P06239
P20273,Q9NZQ7
P20273,Q15306
P20273,P17927
P20273,P12931
P20273,Q04609
P20273,P22301
P20273,P05231
P20273,P61073
P20273,A0A075B6P5
P20273,P04626
P20273,P31994
P20273,P43403
P20273,P60568
P20273,P05164
P20273,P10721
P20273,P56279
P20273,Q06124
P20273,O14836
P20273,P01375
P20273,P22083
P20273,P38570
P20273,Q13421
P20273,P18827
P20273,Q8NHQ1
P20273,P01880
P20273,P25942
P20273,P01732
P20273,P0DP08
P20273,P28906
P20273,P26951
P20273,P16410
P20273,Q16633
P20273,P31358
P20273,P16150
P20273,P28908
P20273,P09564
P20273,P04053
P20273,P28907
P20273,Q02548
P20273,P08473
P20273,P20023
P20273,P06127
P20273,P40259
P20273,P07948
P20273,P11912
Q9NZQ7,P01730
Q9NZQ7,Q02223
Q9NZQ7,P08620
Q9NZQ7,P01137
Q9NZQ7,P06731
Q9NZQ7,P28907
Q9NZQ7,P10767
Q9NZQ7,P05112
Q9NZQ7,P52701
Q9NZQ7,P36888
Q9NZQ7,P10914
Q9NZQ7,P34810
Q9NZQ7,O96009
Q9NZQ7,P01116
Q9NZQ7,Q04609
Q9NZQ7,P16234
Q9NZQ7,P11802
Q9NZQ7,Q00987
Q9NZQ7,P09619
Q9NZQ7,Q9ULD2
Q9NZQ7,P20138
Q9NZQ7,P38570
Q9NZQ7,P01584
Q9NZQ7,P35968
Q9NZQ7,P28908
Q9NZQ7,P42336
Q9NZQ7,P09038
Q9NZQ7,P40763
Q9NZQ7,P43403
Q9NZQ7,Q8NHQ1
Q9NZQ7,P01133
Q9NZQ7,Q00534
Q9NZQ7,P54278
Q9NZQ7,P21860
Q9NZQ7,P00533
Q9NZQ7,P01562
Q9NZQ7,P07333
Q9NZQ7,P51692
Q9NZQ7,P42226
Q9NZQ7,O14686
Q9NZQ7,O43653
Q9NZQ7,P16455
Q9NZQ7,Q02750
Q9NZQ7,P35225
Q9NZQ7,P12034
Q9NZQ7,P07288
Q9NZQ7,Q15910
Q9NZQ7,Q9HC35
Q9NZQ7,Q07864
Q9NZQ7,P48431
Q9NZQ7,Q15831
Q9NZQ7,P26951
Q9NZQ7,P48735
Q9NZQ7,P11487
Q9NZQ7,P22607
Q9NZQ7,Q13485
Q9NZQ7,P06127
Q9NZQ7,P43699
Q9NZQ7,P07949
Q9NZQ7,P21359
Q9NZQ7,P31994
Q9NZQ7,P22083
Q9NZQ7,P42224
Q9NZQ7,P08727
Q9NZQ7,P20023
Q9NZQ7,P05412
Q9NZQ7,P09758
Q9NZQ7,P60484
Q9NZQ7,P25942
Q9NZQ7,P12931
Q9NZQ7,P31358
Q9NZQ7,Q86TM3
Q9NZQ7,P01563
Q9NZQ7,Q15306
Q9NZQ7,P18827
Q9NZQ7,P46937
Q9NZQ7,P08473
Q9NZQ7,Q14145
Q9NZQ7,P01112
Q9NZQ7,P51654
Q9NZQ7,P21802
Q9NZQ7,P01308
Q9NZQ7,P46531
Q9NZQ7,P21757
Q9NZQ7,P15498
Q9NZQ7,O43490
Q9NZQ7,P16284
Q9NZQ7,P24298
Q9NZQ7,P0DP08
Q9NZQ7,Q99836
Q9NZQ7,P01889
Q9NZQ7,P04629
Q9NZQ7,O75874
Q9NZQ7,P16260
Q9NZQ7,Q04206
Q9NZQ7,P04406
Q9NZQ7,P03372
Q9NZQ7,P23458
Q9NZQ7,P40967
Q9NZQ7,Q13421
Q9NZQ7,P13591
Q9NZQ7,P01106
Q9NZQ7,O60674
Q9NZQ7,P06239
Q9NZQ7,P61073
Q9NZQ7,P25445
Q9NZQ7,P05231
Q9NZQ7,P01375
Q9NZQ7,P22301
Q9NZQ7,Q5JR59
Q9NZQ7,Q06124
Q9NZQ7,Q9BQ51
P20138,P01730
P20138,Q02223
P20138,P40199
P20138,Q9Y6E7
P20138,P01137
P20138,P11912
P20138,P05164
P20138,P28907
P20138,P60568
P20138,P17947
P20138,P05112
P20138,P36888
P20138,P34810
P20138,P10276
P20138,Q04609
P20138,P38570
P20138,P43403
P20138,P51692
P20138,Q13422
P20138,Q9Y6K1
P20138,P00533
P20138,P06239
P20138,Q9BQ51
P20138,Q02548
P20138,P35749
P20138,P21757
P20138,Q9NYK1
P20138,Q86YL7
P20138,P42568
P20138,Q06455
P20138,P41212
P20138,P04637
P20138,P40225
P20138,P0DP08
P20138,Q6N021
P20138,Q13421
P20138,P12931
P20138,O60674
P20138,P40259
P20138,Q15116
P20138,Q03164
P20138,P40763
P20138,P19544
P20138,Q8TCZ2
P20138,P14209
P20138,O75874
P20138,Q99062
P20138,P18827
P20138,P04626
P20138,Q8WTT0
P20138,P16284
P20138,O43490
P20138,P48735
P20138,P25942
P20138,P31994
P20138,P61073
P20138,P01584
P20138,P01375
P20138,P21583
P20138,P16410
P20138,Q01196
P20138,P22301
P20138,P06748
P20138,P05231
P20138,P07333
P20138,P16150
P20138,P31358
P20138,P17927
P20138,P04053
P20138,P01732
P20138,P06127
P20138,Q8NHQ1
P20138,Q13492
P20138,P08473
P20138,P26951
P20138,P28908
P20138,Q06124
P20138,P13591
P20138,P09564
P20138,P22083
P20138,P10721
P20138,P28906
P28906,P01730
P28906,P02533
P28906,P35900
P28906,P08620
P28906,Q9NZ01
P28906,P10645
P28906,Q9UJQ4
P28906,P01137
P28906,P11912
P28906,P06731
P28906,P05164
P28906,P02452
P28906,P28907
P28906,P17947
P28906,P10767
P28906,Q9H9S0
P28906,P05112
P28906,P36888
P28906,P34810
P28906,P13647
P28906,P01588
P28906,P10276
P28906,P84243
P28906,P01116
P28906,P16234
P28906,P25791
P28906,Q01860
P28906,P12830
P28906,P09619
P28906,P15923
P28906,P38570
P28906,P08247
P28906,P01584
P28906,P35968
P28906,P09038
P28906,P40763
P28906,Q03112
P28906,Q9Y6K1
P28906,P12980
P28906,P01133
P28906,P04626
P28906,P00533
P28906,P01562
P28906,P07333
P28906,P51692
P28906,P17542
P28906,P06748
P28906,Q15465
P28906,Q01196
P28906,P35225
P28906,P01100
P28906,O14746
P28906,Q5VTD9
P28906,Q9HBX8
P28906,P24298
P28906,
P28906,Q06124
P28906,P07947
P28906,O14788
P28906,P01889
P28906,Q13123
P28906,P11308
P28906,Q13516
P28906,P40424
P28906,Q9BQ51
P28906,Q01130
P28906,P01563
P28906,P52948
P28906,P25445
P28906,P42224
P28906,P05412
P28906,P10242
P28906,P21359
P28906,P68431
P28906,Q9H9Z2
P28906,Q13501
P28906,P01127
P28906,P51654
P28906,P31358
P28906,Q03164
P28906,P01138
P28906,Q13422
P28906,P01111
P28906,Q04724
P28906,Q15910
P28906,P60484
P28906,Q96K83
P28906,Q8WTT0
P28906,Q92817
P28906,P05783
P28906,P03372
P28906,P05787
P28906,P06401
P28906,P17927
P28906,P12931
P28906,Q06455
P28906,P42771
P28906,P0DP08
P28906,Q99062
P28906,P35749
P28906,Q13485
P28906,P19012
P28906,P11487
P28906,P31994
P28906,P18827
P28906,P56693
P28906,P12034
P28906,P20023
P28906,P25942
P28906,P42568
P28906,P31269
P28906,Q02548
P28906,P46531
P28906,P08727
P28906,O60674
P28906,P04629
P28906,O43474
P28906,P01106
P28906,P38936
P28906,P09104
P28906,P23229
P28906,P48431
P28906,P06239
P28906,P04406
P28906,P01308
P28906,Q6N021
P28906,P01375
P28906,P22301
P28906,P04053
P28906,P06127
P28906,P15976
P28906,P26951
P28906,P40238
P28906,O00592
P28906,P09564
P28906,P16150
P28906,P61073
P28906,P13591
P28906,P05231
P28906,P08473
P28906,P22083
P28906,P40225
P28906,O43490
P28906,P21583
P28907,P01730
P28907,Q02223
P28907,Q9Y6E7
P28907,P17861
P28907,P01137
P28907,P11912
P28907,P05164
P28907,Q6N021
P28907,P10243
P28907,P17947
P28907,Q8WTT0
P28907,P17927
P28907,Q99836
P28907,P51692
P28907,P35225
P28907,P10276
P28907,P56279
P28907,P15498
P28907,P09936
P28907,P04406
P28907,Q8NHQ1
P28907,P06748
P28907,P46531
P28907,P40763
P28907,O60674
P28907,Q9NRH2
P28907,Q13422
P28907,P23229
P28907,Q9BQ51
P28907,Q9NYK1
P28907,P34810
P28907,Q01196
P28907,Q96PJ5
P28907,Q16633
P28907,P01562
P28907,O14836
P28907,P54296
P28907,Q04609
P28907,P04053
P28907,P01584
P28907,P38570
P28907,P31358
P28907,P14209
P28907,Q8TCZ2
P28907,P40238
P28907,P40259
P28907,P42224
P28907,O43490
P28907,P05112
P28907,Q02548
P28907,P06239
P28907,P28908
P28907,P07948
P28907,P36888
P28907,P01375
P28907,P31994
P28907,P60568
P28907,P22301
P28907,P01106
P28907,P22083
P28907,P25445
P28907,P25942
P28907,P10721
P28907,P40225
P28907,P04637
P28907,Q15116
P28907,P16410
P28907,P61073
P28907,P21583
P28907,P05231
P28907,P26951
P28907,P0DP08
P28907,P20023
P28907,Q15306
P28907,P16150
P28907,P13591
P28907,P08473
P28907,P43403
P28907,P09564
P28907,P18827
P28907,P01732
P28907,P06127
P28907,P17252
P28907,O14638
P28907,Q8NHX9
P28907,Q8N6T7
P28907,P16284
P01730,P49711
P01730,P06401
P01730,P10276
P01730,P05783
P01730,Q9BZH6
P01730,Q13485
P01730,P08581
P01730,Q16633
P01730,P01236
P01730,P48735
P01730,Q05823
P01730,P13647
P01730,P01111
P01730,P11802
P01730,P55072
P01730,P17861
P01730,P01138
P01730,P12034
P01730,P36897
P01730,P08620
P01730,P09619
P01730,P10767
P01730,P15976
P01730,P11487
P01730,O95988
P01730,Q9UDY8
P01730,P16234
P01730,P05109
P01730,Q00653
P01730,P06748
P01730,P40225
P01730,Q9Y6K1
P01730,P20592
P01730,P01880
P01730,Q6N021
P01730,O43490
P01730,P61586
P01730,Q9UPY3
P01730,P01135
P01730,O43524
P01730,P14921
P01730,Q99062
P01730,Q09472
P01730,Q12866
P01730,P56279
P01730,O75874
P01730,P98088
P01730,P21757
P01730,Q04609
P01730,Q8NHQ1
P01730,Q07283
P01730,P16260
P01730,P01189
P01730,P43630
P01730,Q15910
P01730,P09382
P01730,Q9UBS9
P01730,P35408
P01730,Q02223
P01730,P15923
P01730,P09038
P01730,O14836
P01730,P08631
P01730,Q86YL7
P01730,Q13421
P01730,P01588
P01730,Q05516
P01730,Q9HC73
P01730,P84243
P01730,P68431
P01730,Q13492
P01730,P14679
P01730,Q12778
P01730,Q04206
P01730,P03372
P01730,P01266
P01730,P02008
P01730,P36941
P01730,P17927
P01730,P98164
P01730,P21583
P01730,P01133
P01730,O15393
P01730,P98082
P01730,Q01196
P01730,P10645
P01730,Q02548
P01730,P60484
P01730,Q04864
P01730,P46531
P01730,P40259
P01730,O75444
P01730,P31483
P01730,Q16665
P01730,P05412
P01730,P10914
P01730,P42345
P01730,O60674
P01730,P09936
P01730,P01282
P01730,P19544
P01730,Q16849
P01730,P36888
P01730,P01100
P01730,P07288
P01730,Q13422
P01730,Q8WTT0
P01730,P54296
P01730,P17643
P01730,P35968
P01730,P31358
P01730,P17947
P01730,P07948
P01730,P05164
P01730,P0DP08
P01730,P24298
P01730,O14788
P01730,P04053
P01730,P18827
P01730,P12931
P01730,P15498
P01730,P23458
P01730,Q15306
P01730,P16284
P01730,P11912
P01730,Q9NR97
P01730,P07333
P01730,P16150
P01730,P28908
P01730,P40967
P01730,Q06124
P01730,P01563
P01730,P20023
P01730,Q9ULD2
P01730,Q5JR59
P01730,P22083
P01730,P01308
P01730,P51692
P01730,Q9NYK1
P01730,P25445
P01730,P31994
P01730,P38570
P01730,Q99836
P01730,P42226
P01730,P12273
P01730,P13591
P01730,P01562
P01730,P26951
P01730,P01889
P01730,P42224
P01730,P40763
P01730,P34810
P01730,P09564
P01730,P25942
P01730,P35225
P01730,Q9BQ51
P01730,P16410
P01730,P01584
P01730,Q15116
P01730,P05231
P01730,P27701
P01730,P01375
P01730,P05112
P01730,P60568
P01730,P22301
P01730,P06241
P01730,P43403
P01730,P06239
P01730,P61073
P25942,Q02223
P25942,P01137
P25942,P11912
P25942,P60568
P25942,P17947
P25942,P36941
P25942,P05112
P25942,P36888
P25942,P10914
P25942,P34810
P25942,O14836
P25942,P41279
P25942,P38570
P25942,P01584
P25942,P35968
P25942,P28908
P25942,P42336
P25942,P40763
P25942,P43403
P25942,P04637
P25942,P04626
P25942,P00533
P25942,P01562
P25942,P07333
P25942,P10721
P25942,P51692
P25942,Q04864
P25942,P42226
P25942,P35225
P25942,P12034
P25942,Q9NR97
P25942,P26951
P25942,Q15116
P25942,P06127
P25942,P06241
P25942,Q02548
P25942,P31994
P25942,P22083
P25942,P42224
P25942,P42345
P25942,P20023
P25942,P01138
P25942,Q00653
P25942,P05412
P25942,P15498
P25942,Q16665
P25942,Q06124
P25942,P01563
P25942,P08473
P25942,P35998
P25942,P01889
P25942,P31358
P25942,Q86TM3
P25942,P01308
P25942,P12931
P25942,P23458
P25942,O60674
P25942,P06239
P25942,P40967
P25942,P01106
P25942,P04406
P25942,P40259
P25942,Q8WTT0
P25942,P01135
P25942,P13591
P25942,P0DP08
P25942,P18827
P25942,P16150
P25942,Q9UDY8
P25942,Q15306
P25942,Q13421
P25942,P16284
P25942,Q9NQC7
P25942,Q9BQ51
P25942,P07948
P25942,Q9NYK1
P25942,P61073
P25942,Q13233
P25942,P46531
P25942,P25445
P25942,O14788
P25942,P05231
P25942,P22301
P25942,P01732
P25942,Q99836
P25942,P16410
P25942,Q04206
P25942,P01375
P06127,P08620
P06127,P01266
P06127,P11912
P06127,P05164
P06127,P60568
P06127,P05112
P06127,P36888
P06127,P34810
P06127,Q00987
P06127,O14836
P06127,P38570
P06127,P01584
P06127,P40763
P06127,P43403
P06127,Q96PJ5
P06127,Q01196
P06127,P35225
P06127,P09564
P06127,P35716
P06127,P26951
P06127,P08729
P06127,Q13422
P06127,Q15116
P06127,Q16633
P06127,P21757
P06127,P46531
P06127,P07948
P06127,Q99836
P06127,Q9UDY8
P06127,P17927
P06127,P01308
P06127,P25445
P06127,P61073
P06127,P01880
P06127,Q8TCZ2
P06127,P31994
P06127,P15498
P06127,O95988
P06127,Q15306
P06127,P31358
P06127,P22301
P06127,P06241
P06127,P31483
P06127,P01375
P06127,P04053
P06127,P56279
P06127,P18827
P06127,Q02548
P06127,P22083
P06127,P40259
P06127,P05231
P06127,P13591
P06127,P20023
P06127,P16150
P06127,P06239
P31358,Q02223
P31358,P11912
P31358,P06731
P31358,P60568
P31358,P34810
P31358,P01584
P31358,P28908
P31358,P43403
P31358,Q8NHQ1
P31358,P07333
P31358,P09564
P31358,Q9NR97
P31358,P26951
P31358,Q13422
P31358,P34910
P31358,Q15116
P31358,P31994
P31358,P04053
P31358,P09769
P31358,P56279
P31358,P16150
P31358,P0DP08
P31358,P61073
P31358,P13591
P31358,P01375
P31358,Q9NYK1
P31358,P16410
P31358,P40259
P31358,P22301
P31358,P01732
P31358,P06239
P34810,Q02223
P34810,P35900
P34810,P09382
P34810,P01137
P34810,P11912
P34810,P05164
P34810,P02452
P34810,P60568
P34810,P17947
P34810,P05112
P34810,P15173
P34810,P10914
P34810,P01106
P34810,P01116
P34810,O60674
P34810,P01138
P34810,P06401
P34810,Q16655
P34810,P05783
P34810,P03372
P34810,O95471
P34810,O95832
P34810,O14788
P34810,P56693
P34810,P35749
P34810,Q15306
P34810,P35222
P34810,P01133
P34810,P13647
P34810,Q9NR97
P34810,Q8WTT0
P34810,P12830
P34810,P09619
P34810,P38570
P34810,P01011
P34810,P08727
P34810,P01562
P34810,P09936
P34810,P31483
P34810,Q9NYK1
P34810,P09564
P34810,P16234
P34810,P09038
P34810,O14836
P34810,Q16665
P34810,P24298
P34810,Q99836
P34810,Q86YL7
P34810,Q06710
P34810,P42224
P34810,P42226
P34810,P61073
P34810,Q9BQ51
P34810,P08247
P34810,P09104
P34810,P04053
P34810,P08729
P34810,P17927
P34810,P26951
P34810,P08473
P34810,P05412
P34810,P01308
P34810,P04626
P34810,Q8TCZ2
P34810,P40763
P34810,Q02548
P34810,P14209
P34810,P20023
P34810,Q12866
P34810,P35225
P34810,P35968
P34810,P22083
P34810,P10721
P34810,P28908
P34810,P18827
P34810,P13591
P34810,P31994
P34810,P16410
P34810,Q15116
P34810,P16150
P34810,P21757
P34810,P07333
P34810,P22301
P34810,P16284
P34810,P05231
P34810,P01584
P34810,P01375
P34810,P04406
P34810,P01732
P09564,P09382
P09564,P11912
P09564,P05164
P09564,P60568
P09564,P36888
P09564,O96009
P09564,P38570
P09564,P28908
P09564,P43403
P09564,P00533
P09564,P10721
P09564,P06748
P09564,Q01196
P09564,O95988
P09564,P41212
P09564,P56279
P09564,Q8WTT0
P09564,Q15116
P09564,P16410
P09564,Q13422
P09564,P40259
P09564,P06239
P09564,P18827
P09564,P20023
P09564,P0DP08
P09564,Q02548
P09564,Q8TCZ2
P09564,P14209
P09564,P31483
P09564,P26951
P09564,P04053
P09564,P16150
P09564,P01732
P09564,P08473
P09564,P22083
P09564,P13591
P11912,Q02223
P11912,P17861
P11912,P10645
P11912,P01137
P11912,O95988
P11912,Q9Y6K1
P11912,Q15116
P11912,P07333
P11912,P01375
P11912,P00533
P11912,P33241
P11912,Q02080
P11912,P07947
P11912,P03372
P11912,P31994
P11912,Q02750
P11912,P04637
P11912,P26951
P11912,P35968
P11912,P16410
P11912,P17927
P11912,P61073
P11912,Q96PJ5
P11912,P17947
P11912,Q13422
P11912,Q99836
P11912,P15923
P11912,Q8TCZ2
P11912,O14836
P11912,Q9UDY8
P11912,P14209
P11912,P01106
P11912,P16284
P11912,A0A075B6P5
P11912,P31483
P11912,P10721
P11912,A0A0B4J1V0
P11912,P12931
P11912,P05164
P11912,P06239
P11912,P22083
P11912,Q15306
P11912,P01732
P11912,P56279
P11912,P43403
P11912,P13591
P11912,P15498
P11912,P04053
P11912,P28908
P11912,P16150
P11912,P18827
P11912,P08473
P11912,P20023
P11912,Q16633
P11912,P06241
P11912,Q02548
P11912,P0DP08
P11912,P01880
P11912,P40259
P11912,P07948
P40259,Q02223
P40259,P17947
P40259,O14836
P40259,Q92793
P40259,P15923
P40259,Q09472
P40259,P43403
P40259,P04637
P40259,O14686
P40259,Q15910
P40259,P26951
P40259,Q13422
P40259,P06241
P40259,Q02548
P40259,P31994
P40259,P20023
P40259,P04053
P40259,P12931
P40259,Q15306
P40259,P18827
P40259,P13591
P40259,P46531
P40259,P0DML3
P40259,P01106
P40259,P01732
P40259,Q02080
P40259,P61073
P40259,A0A075B6P5
P40259,Q9UDY8
P40259,A0A0B4J1V0
P40259,P08473
P40259,P06239
P40259,P56279
P40259,Q99836
P40259,P15498
P40259,P16150
P40259,Q16633
P40259,P0DP08
P40259,P01880
P40259,P07948
P27701,P04637
P27701,P23458
P27701,P04406
P27701,Q04609
P27701,P04626
P27701,P35968
P27701,P20023
P27701,P01584
P27701,Q9BRT3
P27701,P08581
P27701,P12830
P27701,P00533
P27701,P35222
P27701,P01732
P01732,Q02223
P01732,P08620
P01732,P09382
P01732,P17861
P01732,P01266
P01732,P05164
P01732,P17947
P01732,P10767
P01732,P36941
P01732,P05112
P01732,P43246
P01732,P52701
P01732,P36888
P01732,P10914
P01732,P13647
P01732,P01588
P01732,P02008
P01732,P84243
P01732,Q04609
P01732,P16234
P01732,P11802
P01732,O14836
P01732,P09619
P01732,Q9ULD2
P01732,P54296
P01732,P15923
P01732,P38570
P01732,P14679
P01732,P01584
P01732,P35968
P01732,P28908
P01732,P42336
P01732,P09038
P01732,P40763
P01732,Q9Y6K1
P01732,P43403
P01732,Q8NHQ1
P01732,P01133
P01732,P54278
P01732,Q9HBE1
P01732,P01562
P01732,P09936
P01732,P07333
P01732,P51692
P01732,Q04864
P01732,Q12866
P01732,O95832
P01732,Q16849
P01732,P42226
P01732,Q01196
P01732,O43653
P01732,P35408
P01732,P35225
P01732,P01100
P01732,Q04695
P01732,P12034
P01732,Q9NR97
P01732,P07288
P01732,Q15910
P01732,Q07864
P01732,P48431
P01732,Q15831
P01732,P06401
P01732,P43630
P01732,O75444
P01732,P26951
P01732,Q13422
P01732,P11487
P01732,Q05516
P01732,O43524
P01732,Q13485
P01732,P06241
P01732,Q02548
P01732,P31994
P01732,P22083
P01732,P68431
P01732,O95471
P01732,P42224
P01732,P17927
P01732,P20023
P01732,P01111
P01732,P04053
P01732,P05412
P01732,P60484
P01732,Q99062
P01732,P12931
P01732,Q12778
P01732,P01563
P01732,Q9NYK1
P01732,Q15306
P01732,P18827
P01732,O60674
P01732,Q13421
P01732,P17643
P01732,P14921
P01732,Q16633
P01732,P51654
P01732,P24298
P01732,P01308
P01732,Q9BQ51
P01732,O15393
P01732,O14788
P01732,P01189
P01732,Q04206
P01732,P05231
P01732,P61586
P01732,P40225
P01732,Q6N021
P01732,P56279
P01732,O75874
P01732,O43490
P01732,P21757
P01732,P16260
P01732,P03372
P01732,P46531
P01732,P21583
P01732,Q06124
P01732,P15498
P01732,P42771
P01732,Q8WTT0
P01732,P0DP08
P01732,P23458
P01732,P31483
P01732,P07948
P01732,P16284
P01732,Q5JR59
P01732,P16150
P01732,P25445
P01732,P13591
P01732,P40967
P01732,P61073
P01732,Q99836
P01732,P22301
P01732,P01375
P01732,P01889
P01732,P06239
P14209,P35900
P14209,P09382
P14209,P10645
P14209,P06731
P14209,P05164
P14209,P15173
P14209,P15172
P14209,P13647
P14209,P35637
P14209,Q06710
P14209,Q9HBE1
P14209,P43268
P14209,P06401
P14209,P26951
P14209,P08729
P14209,P43699
P14209,Q02548
P14209,P22083
P14209,P08727
P14209,P04053
P14209,O95096
P14209,P19544
P14209,P05787
P14209,Q86Y26
P14209,Q01543
P14209,P56693
P14209,P50549
P14209,P08473
P14209,P16150
P14209,P13591
Q8TCZ2,P35900
Q8TCZ2,P10645
Q8TCZ2,P06731
Q8TCZ2,P05164
Q8TCZ2,P15173
Q8TCZ2,P15172
Q8TCZ2,P13647
Q8TCZ2,P35637
Q8TCZ2,P08247
Q8TCZ2,Q06710
Q8TCZ2,P10721
Q8TCZ2,P43268
Q8TCZ2,P06401
Q8TCZ2,P26951
Q8TCZ2,P08729
Q8TCZ2,P43699
Q8TCZ2,Q02548
Q8TCZ2,P22083
Q8TCZ2,P02144
Q8TCZ2,P08727
Q8TCZ2,P04053
Q8TCZ2,O95096
Q8TCZ2,P19544
Q8TCZ2,P56693
Q8TCZ2,P08473
Q8TCZ2,Q01543
Q8TCZ2,P09104
Q8TCZ2,Q86Y26
