node1_uniprot_id,node2_uniprot_id
P08729,P01375
P08729,Q13421
P08729,P18827
P08729,Q99102
P08729,O43490
P08729,P56693
P08729,P16284
P08729,Q6W4X9
P08729,P13591
P08729,Q02817
P08729,P98088
P08729,P05787
Q7Z794,P05787
P05787,Q9H9S0
P05787,Q01860
P05787,O94972
P05787,P08247
P05787,Q06710
P05787,Q9H3D4
P05787,P04637
P05787,P12273
P05787,P48431
P05787,Q9BT92
P05787,P06401
P05787,O15164
P05787,P43699
P05787,P55072
P05787,P09758
P05787,P60484
P05787,P19544
P05787,Q99801
P05787,Q13501
P05787,O15393
P05787,P08473
P05787,O43490
P05787,Q07283
P05787,P98088
P05787,P13591
P05787,P01106
P05787,P16284
P00709,P01236
P00709,P02144
P24043,P16234
P24043,Q15465
P24043,P08581
P24043,O95461
P24043,O14521
P24043,Q7L1I2
P24043,Q99435
Q9P2J5,P42345
Q9P2J5,Q06609
Q9P2J5,Q96EH5
Q9P2J5,M0R2C6
P06239,P01137
P06239,P17947
P06239,P25791
P06239,P15923
P06239,Q9BZH6
P06239,P42336
P06239,P40763
P06239,P43403
P06239,P04637
P06239,P20936
P06239,P51692
P06239,P42226
P06239,Q01196
P06239,P30154
P06239,Q9NR97
P06239,P30153
P06239,Q05655
P06239,Q15116
P06239,P10242
P06239,P63000
P06239,Q02548
P06239,P55072
P06239,P42224
P06239,P42345
P06239,P01111
P06239,Q9UKW4
P06239,P60484
P06239,P40238
P06239,P12931
P06239,P42568
P06239,Q9NYK1
P06239,Q13501
P06239,Q16633
P06239,Q9BQ51
P06239,Q04206
P06239,P01375
P06239,P61586
P06239,P04049
P06239,P07948
P06239,P56279
P06239,P16284
P06239,P07947
P06239,P15498
P06239,P0DP08
P06239,P01106
P06239,P40225
P06239,P16150
P06239,P46531
P06239,Q06124
Q8WVC0,O15405
Q8WVC0,Q8N7H5
Q8WVC0,Q03111
Q8WVC0,O15047
Q8WVC0,P49792
Q8WVC0,Q99836
Q8WVC0,Q6PID6
Q8WVC0,Q9UGR2
Q8WVC0,Q04724
Q8WVC0,Q9NQB0
Q8WVC0,Q9BV44
Q8WVC0,Q9BYW2
Q8WVC0,P42568
Q6P1Q0,P04637
Q6P1Q0,P01106
P09382,P01375
P09382,P16150
P09382,Q86SG6
Q9HBX8,P04637
Q9HBX8,P04090
Q9HBX8,Q68DV7
P49917,P40692
P49917,P43246
P49917,P52701
P49917,Q00987
P49917,Q86YC2
P49917,Q9Y6X3
P49917,P18887
P49917,P12980
P49917,O60934
P49917,P54278
P49917,P04637
P49917,Q14191
P49917,P16455
P49917,O14746
P49917,Q07864
P49917,P49959
P49917,O43502
P49917,O43543
P49917,P11387
P49917,Q92878
P49917,O43542
P49917,O75771
P49917,P0DP08
P49917,O94761
P49917,Q06609
Q9UGP4,P40337
Q9UGP4,P46937
Q9UGP4,Q9GZV5
Q9UGP4,P35998
Q9UGP4,P30153
Q9UGP4,Q13501
Q9H9Z2,Q92754
Q9H9Z2,Q9UJQ4
Q9H9Z2,Q9H9S0
Q9H9Z2,Q01860
Q9H9Z2,P40763
Q9H9Z2,P48431
Q9H9Z2,Q05516
Q9H9Z2,Q13485
Q9H9Z2,O00482
Q9H9Z2,O43490
Q9H9Z2,Q5T0B9
Q9H9Z2,P40424
Q9H9Z2,P46531
Q9H9Z2,Q92900
Q9H9Z2,P01106
Q9H9Z2,Q5VYS8
Q6ZN17,Q9UJQ4
Q6ZN17,Q99453
Q6ZN17,Q9H9S0
Q6ZN17,Q01860
Q6ZN17,P04637
Q6ZN17,P04198
Q6ZN17,P48431
Q6ZN17,P25800
Q6ZN17,O95478
Q6ZN17,Q5VYS8
Q6ZN17,P01106
Q5TKA1,P06400
Q5TKA1,P10242
Q5TKA1,P28749
Q5TKA1,P10243
P25800,Q99453
P25800,P25791
P25800,P15923
P25800,P12980
P25800,P04198
P25800,P17542
P25800,Q01196
P25800,P55197
P25800,Q16559
P25800,P01375
P25800,P35658
P25800,P43699
P25800,P46531
P25800,Q15468
P25800,P10242
P25800,P31314
P25791,P17947
P25791,Q12824
P25791,P55197
P25791,P16284
P25791,P35658
P25791,Q15468
P25791,Q9Y6X0
P25791,P08473
P25791,P40424
P25791,P01106
P25791,Q10571
P25791,P04637
P25791,Q8TF68
P25791,Q02548
P25791,P46531
P25791,P10243
P25791,Q15022
P25791,Q03112
P25791,Q9NQG5
P25791,P31314
P25791,P10242
P25791,Q16559
P25791,Q01196
P25791,P15923
P25791,P12980
P25791,P17542
P0DP08,Q02223
P0DP08,P17861
P0DP08,P17947
P0DP08,O14836
P0DP08,P54296
P0DP08,P15923
P0DP08,P28908
P0DP08,P40763
P0DP08,P43403
P0DP08,P04637
P0DP08,Q04864
P0DP08,Q01196
P0DP08,P08581
P0DP08,P35716
P0DP08,O75444
P0DP08,Q15116
P0DP08,O95988
P0DP08,Q02548
P0DP08,Q9UBS9
P0DP08,P01138
P0DP08,P01111
P0DP08,Q9Y5Q3
P0DP08,P18827
P0DP08,Q86VZ1
P0DP08,O96028
P0DP08,Q16633
P0DP08,Q9BQ51
P0DP08,P01375
P0DP08,P40424
P0DP08,P07948
P0DP08,Q86Y26
P0DP08,P56279
P0DP08,Q99836
P0DP08,P13591
P0DP08,P46531
P0DP08,Q9UDY8
P0DP08,P16150
P0DP08,P01106
Q9UBY5,P12931
Q9UBY5,P01189
O94898,Q05516
P98164,P01266
P98164,Q9UQF2
P98164,Q99961
P98164,Q15465
P98164,Q13635
P98164,P35240
P98164,O00592
P98164,P19544
P98164,P18827
P98164,Q13492
P98164,P01375
P98164,P61586
P98164,P01135
P98164,P01270
P98164,P01011
P33241,P17947
P33241,P04049
P36941,P46531
P36941,P35998
P36941,O14836
P36941,O43663
P36941,Q9BT92
P36941,P01106
P36941,Q86YL7
P36941,P28908
P36941,Q04864
P36941,P40763
P36941,Q04206
P36941,O14788
P36941,Q00653
P36941,P01375
P12980,P17947
P12980,P15923
P12980,Q16559
P12980,P35658
P12980,P46531
P12980,Q13516
P12980,P17542
P12980,P31314
P12980,Q01196
P07948,P17947
P07948,P16234
P07948,Q00987
P07948,P42336
P07948,P40763
P07948,P43403
P07948,P04637
P07948,P20936
P07948,Q9C0B5
P07948,P51692
P07948,P42226
P07948,P30154
P07948,P30153
P07948,Q6DJT9
P07948,Q05655
P07948,P63000
P07948,P42224
P07948,P01111
P07948,Q9UKW4
P07948,P60484
P07948,P12931
P07948,Q9NYK1
P07948,P01375
P07948,P61586
P07948,P04049
P07948,Q96QH2
P07948,P17252
P07948,P08473
P07948,Q9UDY8
P07948,Q13586
P07948,P04629
P07948,P01106
P07948,Q99836
P07948,P16284
P07948,Q06124
P07948,P07947
P07948,P15498
Q9Y6D9,P49792
Q9Y6D9,P52948
Q9Y6D9,P12270
Q9Y6D9,Q05823
Q9Y6D9,Q15911
O75444,P01137
O75444,P17947
O75444,P40763
O75444,P06400
O75444,P04637
O75444,P10588
O75444,P51692
O75444,P42226
O75444,Q01196
O75444,P01111
O75444,P16260
O75444,P18827
O75444,P17252
O75444,P10242
O75444,P42224
O75444,P01375
O75444,P01106
O75444,Q9GZV5
O75444,Q96K83
O75444,P46937
O75444,Q9NZC7
O75444,O96028
O75444,Q9Y5Q3
Q9Y5Q3,P17947
Q9Y5Q3,P15172
Q9Y5Q3,P10276
Q9Y5Q3,P40763
Q9Y5Q3,P61278
Q9Y5Q3,O14746
Q9Y5Q3,Q15022
Q9Y5Q3,P01135
Q9Y5Q3,P01298
Q9Y5Q3,O14788
Q9Y5Q3,O95096
Q9Y5Q3,O96028
P20916,P16234
P20916,P54296
P20916,P08247
P20916,Q02297
P20916,Q13516
P20916,Q16288
P20916,P01138
P20916,O95096
P20916,P61586
P20916,P56693
Q9UDY8,Q9ULZ3
Q9UDY8,P43403
Q9UDY8,Q04864
Q9UDY8,Q05655
Q9UDY8,Q13485
Q9UDY8,Q00653
Q9UDY8,Q04206
Q9UDY8,P01375
Q9UDY8,P08473
Q9UDY8,Q99836
Q8IZL2,P04637
Q8IZL2,P42224
Q8IZL2,Q96T37
Q8IZL2,Q04724
Q8IZL2,P40424
Q8IZL2,Q13495
Q8IZL2,P01106
Q8IZL2,P46531
Q13495,P42224
Q13495,Q04724
Q13495,P19544
Q13495,Q13233
Q13495,P40424
Q13495,P01106
Q13495,P46531
Q13495,P31213
Q02750,P49815
Q02750,P01137
Q02750,P52701
Q02750,P15172
Q02750,P62070
Q02750,Q00987
Q02750,P41279
Q02750,P42336
Q02750,P62258
Q02750,P40763
Q02750,P06400
Q02750,P04637
Q02750,P62745
Q02750,P20936
Q02750,Q02297
Q02750,P51692
Q02750,P01135
Q02750,O14746
Q02750,Q99836
Q02750,O75030
Q02750,P01138
Q02750,P35658
Q02750,P06401
Q02750,P42224
Q02750,Q15831
Q02750,Q9NZC7
Q02750,P15498
Q02750,P63000
Q02750,P46531
Q02750,P07947
Q02750,P46937
Q02750,O15164
Q02750,P61586
Q02750,P42345
Q02750,P21359
Q02750,P01106
Q02750,Q13485
Q02750,P01375
Q02750,P60484
Q02750,P12931
Q02750,P30154
Q02750,Q05655
Q02750,Q06124
Q02750,P30153
Q02750,P01111
Q02750,Q13233
Q02750,P04049
Q13233,P62070
Q13233,Q00987
Q13233,P42336
Q13233,P62258
Q13233,Q04864
Q13233,Q99497
Q13233,P63000
Q13233,P21359
Q13233,P01111
Q13233,Q00653
Q13233,Q9UKW4
Q13233,P12931
Q13233,P19544
Q13233,P46937
Q13233,P36897
Q13233,P46531
Q13233,P15498
Q13233,P01375
Q13233,P04049
Q13233,Q04206
Q13233,P61586
O43283,Q9UQF2
O43283,Q13501
O43283,P61586
O43283,Q13485
O95382,P62258
P41279,P09619
P41279,P01111
P41279,P01375
P41279,Q99836
P41279,Q04864
P41279,Q00653
P41279,Q04206
Q9UQF2,Q9UKW4
Q9UQF2,P15498
Q9UQF2,P12931
Q9UQF2,Q13485
Q9UQF2,Q16849
Q9Y6X3,Q9NZ01
Q9Y6X3,Q8N3U4
P02144,P01266
P02144,P05164
P02144,P15173
P02144,P15172
P02144,P54296
P02144,Q13131
P02144,P08118
P02144,P10644
P02144,P01375
Q01726,Q9H490
Q01726,P56962
Q01726,Q8NHX9
Q01726,Q9NYB0
Q01726,O60733
Q01726,Q04671
Q01726,P12931
Q01726,P17643
Q01726,P23760
Q01726,P56693
Q01726,P01189
Q01726,P40967
Q01726,A7E2Y1
Q01726,Q92570
Q96RQ3,Q86YC2
Q96RQ3,P31040
P10911,P62745
P10911,P20936
P10911,P63000
P10911,P12931
P10911,P61586
O15068,P62745
O15068,P63000
O15068,P61586
Q00987,P17861
Q00987,P49815
Q00987,P40692
Q00987,P43246
Q00987,P15173
Q00987,P10276
Q00987,P40337
Q00987,P16234
Q00987,P14679
Q00987,P18887
Q00987,P46937
Q00987,Q6P3W6
Q00987,P01127
Q00987,P04049
Q00987,Q01196
Q00987,P15498
Q00987,P04629
Q00987,Q01860
Q00987,Q13131
Q00987,Q06609
Q00987,Q86V86
Q00987,P09619
Q00987,P48431
Q00987,P35658
Q00987,P51531
Q00987,P12270
Q00987,Q86YC2
Q00987,P08581
Q00987,P19544
Q00987,Q99643
Q00987,P49959
Q00987,Q6GPH4
Q00987,Q13485
Q00987,P16455
Q00987,P55072
Q00987,Q86Y26
Q00987,Q9P1W9
Q00987,O60260
Q00987,O95997
Q00987,Q14191
Q00987,P52948
Q00987,P30154
Q00987,P61586
Q00987,Q13107
Q00987,Q13127
Q00987,P06401
Q00987,P42345
Q00987,P30153
Q00987,P01111
Q00987,P11309
Q00987,P42224
Q00987,P21359
Q00987,P01375
Q00987,P51532
Q00987,P42336
Q00987,P14373
Q00987,Q8N6T7
Q00987,P40763
Q00987,Q15831
Q00987,P09936
Q00987,P04198
Q00987,Q04206
Q00987,P49792
Q00987,Q15022
Q00987,O60934
Q00987,O14746
Q00987,Q9NZC7
Q00987,P01106
Q00987,P46531
Q00987,O15297
Q00987,P12931
Q00987,Q9NS23
Q00987,Q9H3D4
Q00987,P60484
Q00987,P29590
Q00987,Q8WWW0
Q00987,P06748
Q00987,Q9BT92
Q00987,O15350
Q00987,P06400
Q9HAF1,Q03111
Q9HAF1,P62258
Q9HAF1,P29590
Q9HAF1,P04637
Q9HAF1,Q15022
Q9HAF1,Q9UGR2
Q9HAF1,A6NNL0
Q9HAF1,Q8IVF1
Q9HAF1,P42568
Q9HAF1,O43189
Q03112,Q9UJQ4
Q03112,Q03111
Q03112,P10276
Q03112,Q8IXK0
Q03112,Q06710
Q03112,Q96L73
Q03112,P21359
Q03112,Q92574
Q03112,P55197
Q03112,Q13485
Q03112,P35658
Q03112,P52948
Q03112,P40424
Q03112,P48431
Q03112,P06748
Q03112,Q13127
Q03112,P42568
Q03112,P17542
Q03112,P35749
Q03112,P04637
Q03112,Q9Y6X0
Q03112,Q06455
Q03112,Q15022
Q03112,Q01196
Q93074,Q9H9S0
Q93074,Q01860
Q93074,P42336
Q93074,Q01196
Q93074,P14672
Q93074,O00255
Q93074,P51532
Q93074,P21359
Q93074,Q96L73
Q93074,P46531
Q93074,Q15911
Q93074,Q9BYW2
Q93074,Q15788
Q93074,Q15596
Q93074,P56693
Q02080,P15173
Q02080,P15172
Q02080,P15923
Q02080,Q02548
Q02080,P46531
O00255,P49815
O00255,P40692
O00255,P43246
O00255,P52701
O00255,Q03111
O00255,O75204
O00255,Q86YC2
O00255,O15047
O00255,P08247
O00255,P42336
O00255,P31040
O00255,P54278
O00255,P35346
O00255,Q92574
O00255,P01236
O00255,P55197
O00255,Q07864
O00255,Q9BT92
O00255,Q15831
O00255,P49959
O00255,O43502
O00255,Q96L73
O00255,P10242
O00255,Q9BYW2
O00255,Q96D31
O00255,Q9UMX1
O00255,P63000
O00255,Q99643
O00255,P35240
O00255,P01282
O00255,P01375
O00255,Q04724
O00255,P51532
O00255,P30874
O00255,P60484
O00255,P19544
O00255,O75771
O00255,P42568
O00255,P01189
O00255,P21912
O00255,O14521
O00255,Q9NQB0
O00255,Q04206
O00255,P21359
O00255,P10644
O00255,P07949
O00255,P01270
Q12866,P14679
Q12866,P40763
Q12866,O43490
Q12866,P21757
Q12866,Q99836
Q12866,P01375
Q12866,P42224
P08581,P01137
P08581,Q9H9S0
P08581,P15173
P08581,P15172
P08581,Q01860
P08581,P09619
P08581,P14679
P08581,P42336
P08581,P40763
P08581,P43403
P08581,Q99961
P08581,P04198
P08581,Q02297
P08581,P51692
P08581,Q15465
P08581,P16455
P08581,O14746
P08581,P18827
P08581,P35240
P08581,Q13421
P08581,P46937
P08581,O75030
P08581,Q13485
P08581,P16284
P08581,P21359
P08581,Q9NZC7
P08581,P48431
P08581,P23759
P08581,Q15831
P08581,P46531
P08581,P23760
P08581,P07949
P08581,O43490
P08581,P04629
P08581,P01375
P08581,P01106
P08581,P63000
P08581,Q9GZP0
P08581,P60484
P08581,P01138
P08581,P61586
P08581,P01127
P08581,P01135
P08581,P05109
P08581,Q06124
P08581,P01111
P08581,P12931
P08581,O43157
Q8TCB7,Q13586
Q8TCB7,M0R2C6
Q9GZY8,P56962
Q9GZY8,Q13501
Q9GZY8,O60260
P16455,P40692
P16455,P43246
P16455,P52701
P16455,P16234
P16455,P18887
P16455,P42336
P16455,P40763
P16455,P54278
P16455,Q14191
P16455,O43502
P16455,P01111
P16455,P48431
P16455,Q07864
P16455,P11387
P16455,O15350
P16455,Q06609
P16455,P46531
P16455,P49959
P16455,O43542
P16455,P01106
P16455,P10826
P16455,Q9NS23
Q86YT6,P46531
Q86YT6,O95613
Q9BPX6,O60260
Q9BPX6,Q96BI1
Q9BPX6,Q13586
Q9BPX6,P35232
Q9BPX6,Q96D31
Q9BRT3,Q96FM1
O75030,P17947
O75030,Q01860
O75030,P40763
O75030,Q92733
O75030,P41743
O75030,Q9NYB0
O75030,P48431
O75030,P51532
O75030,Q04671
O75030,P07949
O75030,P21359
O75030,P42345
O75030,P60484
O75030,P23759
O75030,P17643
O75030,Q13501
O75030,P23760
O75030,P56693
O75030,O14788
O75030,P01189
O75030,P01106
O75030,P40967
Q16655,Q04671
Q16655,P23760
Q16655,P56693
Q16655,P17643
Q16655,P40967
P40692,P19544
P40692,P35240
P40692,O43653
P40692,Q86U86
P40692,Q02817
P40692,O15350
P40692,Q13813
P40692,Q9ULD2
P40692,Q5JR59
P40692,Q06124
P40692,P30153
P40692,P46531
P40692,P06748
P40692,Q15116
P40692,P16234
P40692,Q68DV7
P40692,P15173
P40692,P10826
P40692,P07949
P40692,Q12824
P40692,O43543
P40692,Q92886
P40692,Q13485
P40692,O43542
P40692,Q9NS23
P40692,P21359
P40692,P18887
P40692,O94761
P40692,P60484
P40692,Q14191
P40692,Q07864
P40692,Q06609
Q03111,Q8N7H5
Q03111,P06748
Q03111,Q15596
Q03111,Q06455
Q03111,P17542
Q03111,O15047
Q03111,Q8TF68
Q03111,P35749
Q03111,P10276
Q03111,P15923
Q03111,Q13015
Q03111,P52948
Q03111,Q01196
Q03111,Q99961
Q03111,Q12824
Q03111,P40424
Q03111,P55198
Q03111,P55197
Q03111,P42568
P55197,P10276
P55197,P15923
P55197,Q99961
P55197,P17542
P55197,P06748
P55197,Q01196
P55197,Q15532
P55197,Q06455
P55197,P40424
P55197,P51532
P55197,P35749
P55197,P31314
P55197,Q13015
P55197,Q12824
P55197,P35658
P55197,Q96L73
P55197,P52948
P55197,Q13492
P55197,P55198
P55197,P42568
Q13015,Q9H3M7
Q13015,P42568
Q13015,P55198
P42568,Q8N7H5
P42568,P17947
P42568,P10276
P42568,O15047
P42568,P15923
P42568,P04637
P42568,Q99961
P42568,P17542
P42568,P06748
P42568,Q01196
P42568,P52948
P42568,Q12824
P42568,P51532
P42568,P21359
P42568,P35658
P42568,P01111
P42568,Q8TF68
P42568,P35749
P42568,Q06455
P42568,P01106
P42568,Q96L73
P42568,Q6N021
P42568,P40424
P42568,P55198
P55198,Q99961
P55198,P52948
P08473,P05164
P08473,P15173
P08473,O96009
P08473,P09619
P08473,P28908
P08473,P61278
P08473,P12273
P08473,Q01196
P08473,P19532
P08473,P35716
P08473,P06401
P08473,Q02548
P08473,P60484
P08473,P19544
P08473,P18827
P08473,P01375
P08473,P31483
P08473,P40967
P08473,P40424
P08473,Q6W4X9
P08473,O43490
P08473,P10243
P08473,P98088
P08473,P16284
P08473,Q02817
P08473,P16150
P08473,P13591
Q10571,P10276
Q10571,P06748
Q10571,Q01196
Q10571,Q15596
Q10571,Q16288
Q10571,P19544
P40238,P40763
P40238,P51692
P40238,Q01196
P40238,P01236
P40238,P01127
P40238,Q01130
P40238,Q6N021
P40238,P40225
P05164,P01137
P05164,P06748
P05164,P10242
P05164,P04637
P05164,P18827
P05164,P10276
P05164,Q02548
P05164,P40763
P05164,P16284
P05164,Q99836
P05164,P05109
P05164,P17947
P05164,P28908
P05164,P13591
P05164,P16150
P05164,P01375
P05164,Q01196
P49959,P18887
P49959,Q14191
P49959,Q9NYB0
P49959,Q07864
P49959,Q99643
P49959,P21359
P49959,P13591
P49959,P11387
P49959,Q9NUX5
P49959,O96028
P49959,O94761
Q969V6,O15047
Q969V6,P51692
Q969V6,P51532
Q969V6,Q96T37
Q969V6,P35749
Q969V6,P61586
Q969V6,Q9GZV5
P43246,Q9BYW2
P43246,P52948
P43246,Q12824
P43246,Q9NZC7
P43246,Q9NYB0
P43246,Q15116
P43246,Q68DV7
P43246,O14777
P43246,Q5JR59
P43246,P07949
P43246,Q9ULD2
P43246,P11387
P43246,Q13485
P43246,O43543
P43246,O43542
P43246,P21359
P43246,P60484
P43246,P18887
P43246,O94761
P43246,Q14191
P43246,Q06609
P43246,Q07864
P52701,P17861
P52701,P49815
P52701,Q9NZC7
P52701,Q12824
P52701,Q9ULD2
P52701,P40763
P52701,Q96L73
P52701,Q01860
P52701,Q15116
P52701,Q5JR59
P52701,O14746
P52701,O96028
P52701,P07949
P52701,Q68DV7
P52701,Q9BT92
P52701,P11387
P52701,P46531
P52701,O43542
P52701,P01111
P52701,O43543
P52701,Q13485
P52701,Q9BYW2
P52701,P60484
P52701,P18887
P52701,P21359
P52701,O94761
P52701,Q14191
P52701,Q06609
P52701,Q07864
Q13421,Q02223
Q13421,P28908
Q13421,P04637
Q13421,Q86YL7
Q13421,O43653
Q13421,Q15116
Q13421,P55072
Q13421,P09758
Q13421,P19544
Q13421,P40424
Q13421,P40967
Q13421,Q99102
Q13421,P16284
P08118,O43653
P08118,Q05823
P08118,Q99801
P08118,O15393
P08118,Q13772
P08118,P31213
P21757,P01137
P21757,P40763
P21757,Q15116
P21757,P42224
P21757,Q05823
P21757,Q00653
P21757,Q9BQ51
P21757,O15393
P21757,P0DJI8
P21757,P01375
P21757,P31213
P21757,A0A096LPE2
P21757,P0DJI9
Q13126,O60733
Q13126,P35240
Q13126,Q04671
Q13126,Q9BRS2
Q13126,P17643
P56278,O95988
P56278,P56279
P42345,Q9Y6E7
P42345,P17861
P42345,P49815
P42345,P01137
P42345,P15173
P42345,P15172
P42345,P16234
P42345,P56962
P42345,Q01860
P42345,P09619
P42345,Q9ULD2
P42345,P42336
P42345,P40763
P42345,O60934
P42345,P29590
P42345,P20936
P42345,Q16620
P42345,Q53EL6
P42345,P61278
P42345,P51692
P42345,Q8NHX9
P42345,Q15465
P42345,Q14191
P42345,Q92574
P42345,P42226
P42345,O14746
P42345,P14672
P42345,P48431
P42345,Q9BT92
P42345,Q15831
P42345,P06401
P42345,Q05655
P42345,Q8N6T7
P42345,Q13485
P42345,P35240
P42345,Q13131
P42345,P07949
P42345,P63000
P42345,P21359
P42345,P55072
P42345,P42224
P42345,P46937
P42345,Q04206
P42345,Q92900
P42345,O43490
P42345,P10243
P42345,P01138
P42345,P16284
P42345,P01135
P42345,P35232
P42345,Q5JR59
P42345,P10644
P42345,P01189
P42345,Q06124
P42345,P04629
P42345,P04049
P42345,P46531
P42345,Q99836
P42345,P01375
P42345,P01111
P42345,P01106
P42345,O60260
P42345,P12931
P42345,P60484
P42345,Q13501
P42345,P61586
P42345,P17252
Q9ULD2,P40763
Q9ULD2,P60484
Q9ULD2,P54278
Q9ULD2,P42336
Q9ULD2,Q86U86
Q9ULD2,P16260
Q9ULD2,P07949
Q9ULD2,P01375
Q9ULD2,Q15831
Q9ULD2,P04637
Q9ULD2,Q07864
Q9ULD2,P08922
Q9ULD2,Q9BQ51
Q9ULD2,Q15116
Q5JR59,Q01860
Q5JR59,P42336
Q5JR59,P40763
Q5JR59,P54278
Q5JR59,P04637
Q5JR59,Q07864
Q5JR59,Q15831
Q5JR59,Q15116
Q5JR59,P07949
Q5JR59,P08922
Q5JR59,P60484
Q5JR59,Q9BQ51
Q5JR59,Q86U86
Q5JR59,P01375
Q5JR59,P16260
Q02817,O96009
Q02817,P42336
Q02817,P12273
Q02817,P01375
Q02817,Q99102
Q02817,Q07654
Q02817,P98088
Q99102,P42336
Q99102,P04637
Q99102,Q12824
Q99102,P42224
Q99102,P60484
Q99102,Q86U86
Q99102,Q6W4X9
Q99102,Q07654
Q99102,P04629
Q99102,P98088
P98088,P01137
P98088,P04637
P98088,P42226
P98088,Q13485
P98088,P43699
P98088,P01375
P98088,P01135
P98088,Q6W4X9
P98088,Q07654
Q6W4X9,O43653
Q6W4X9,Q92886
Q6W4X9,Q68DV7
Q6W4X9,Q07654
O15146,P56703
O15146,P15173
O15146,P08247
P53602,P01011
P20592,P49792
P20592,P01375
P20592,Q99836
P20592,Q9NYK1
P20592,P61586
P20592,Q05823
P20592,P42224
P20592,Q6GPH4
Q14582,Q86Y26
Q14582,P01106
P50539,P04198
P50539,Q15911
P50539,Q99801
P50539,P01106
P10242,P17947
P10242,P15923
P10242,P29590
P10242,P04637
P10242,P04198
P10242,P17542
P10242,Q01196
P10242,Q15911
P10242,P16150
P10242,P01375
P10242,Q02548
P10242,P01106
P10243,P16150
P01106,Q92754
P01106,P17861
P01106,Q9UJQ4
P01106,Q8N3U4
P01106,P49815
P01106,P56703
P01106,P17947
P01106,Q9H9S0
P01106,Q99835
P01106,P15172
P01106,P10276
P01106,P40337
P01106,P16234
P01106,Q01860
P01106,O14836
P01106,P09619
P01106,O15047
P01106,P15923
P01106,P62258
P01106,Q9H3D4
P01106,P31040
P01106,P43403
P01106,P06400
P01106,P29590
P01106,P62745
P01106,P20936
P01106,Q53EL6
P01106,P04198
P01106,Q01081
P01106,P51692
P01106,P04628
P01106,P17542
P01106,Q04864
P01106,P06748
P01106,Q15465
P01106,Q14191
P01106,Q92574
P01106,P42226
P01106,Q01196
P01106,Q13127
P01106,Q9BZ95
P01106,P52948
P01106,Q15022
P01106,P14672
P01106,P35716
P01106,Q07864
P01106,P48431
P01106,Q969G3
P01106,Q9BT92
P01106,P30153
P01106,P01127
P01106,Q13516
P01106,Q05655
P01106,Q13635
P01106,Q15116
P01106,Q8N6T7
P01106,Q05516
P01106,Q99497
P01106,O15164
P01106,Q12824
P01106,O95988
P01106,P35240
P01106,P07949
P01106,Q9NS23
P01106,Q02548
P01106,P21359
P01106,Q86V86
P01106,P11387
P01106,P12270
P01106,Q99643
P01106,P08922
P01106,P05109
P01106,P01138
P01106,P01111
P01106,Q96T37
P01106,Q9UMX1
P01106,Q00653
P01106,P11309
P01106,P12931
P01106,P28749
P01106,P23759
P01106,P21912
P01106,Q9P1W9
P01106,O15350
P01106,P19544
P01106,Q92766
P01106,Q99801
P01106,P18827
P01106,P51531
P01106,O96028
P01106,P23760
P01106,Q01130
P01106,Q14980
P01106,O95997
P01106,P56693
P01106,Q9BQ51
P01106,O15393
P01106,Q04206
P01106,Q15788
P01106,Q9BYW2
P01106,Q15714
P01106,P01375
P01106,Q15596
P01106,P61586
P01106,P31483
P01106,P04049
P01106,P01135
P01106,P40424
P01106,P17252
P01106,O43490
P01106,P04629
P01106,Q6N021
P01106,Q86Y26
P01106,P36897
P01106,P56279
P01106,Q9NZC7
P01106,P07947
P01106,Q9H3M7
P01106,Q68DV7
P01106,Q63HN8
P01106,P06753
P01106,P16150
P01106,Q99836
P01106,P13591
P01106,O94761
P01106,P35232
P01106,Q06124
P01106,P46937
P01106,P46531
P04198,Q9UJQ4
P04198,Q99453
P04198,Q9H9S0
P04198,P15173
P04198,P15172
P04198,P16234
P04198,Q01860
P04198,P09619
P04198,P15923
P04198,P42336
P04198,P40763
P04198,Q16620
P04198,P35716
P04198,O00712
P04198,Q01196
P04198,P07949
P04198,Q16288
P04198,P12931
P04198,P18827
P04198,P19544
P04198,O43490
P04198,P06748
P04198,Q9BYW2
P04198,O15350
P04198,O15393
P04198,P23760
P04198,P46531
P04198,P51692
P04198,P60484
P04198,P04629
P04198,P01111
P04198,Q15022
P04198,P48431
P04198,Q9UN36
Q99836,P17861
Q99836,P01137
Q99836,P17947
Q99836,Q9ULZ3
Q99836,O14836
Q99836,P54296
Q99836,O15047
Q99836,P62258
Q99836,P40763
Q99836,P43403
Q99836,P04637
Q99836,P51692
Q99836,Q04864
Q99836,P42226
Q99836,Q9NR97
Q99836,P63000
Q99836,P42224
Q99836,Q05823
Q99836,P01138
Q99836,Q00653
Q99836,P60484
Q99836,P12931
Q99836,Q9NYK1
Q99836,Q13501
Q99836,Q9BQ51
Q99836,O14788
Q99836,Q04206
Q99836,Q9BYW2
Q99836,P01375
Q99836,P17252
Q99836,Q6N021
Q99836,Q06124
Q99836,Q9Y6X0
Q99836,P46531
P35749,P01137
P35749,P10276
P35749,P16234
P35749,P09619
P35749,P62745
P35749,P09936
P35749,Q53GG5
P35749,P06748
P35749,Q01196
P35749,P52948
P35749,P63000
P35749,P35658
P35749,P01111
P35749,P12931
P35749,P19544
P35749,Q15262
P35749,P46531
P35749,P40424
P35749,Q6N021
P35749,P36897
P35749,A7E2Y1
P35749,P16284
P35749,P61586
P35749,P06753
P35749,Q06455
